,vm_a_pu,va_a_degree,vm_b_pu,va_b_degree,vm_c_pu,va_c_degree,p_a_mw,q_a_mvar,p_b_mw,q_b_mvar,p_c_mw,q_c_mvar,unbalance_percent
104,1.2862763383220208,-24.037062780651677,0.7569455990953223,-135.83658217561955,1.0142473829118799,72.30560705943866,0.0,0.0,0.0,0.0,0.0004069999999999998,0.0003286841051788631,0.21229992512053708
105,1.286235780529944,-24.050004643727963,0.7579794057611808,-135.8911812126987,1.0144287492750315,72.29707077404937,0.0,0.0,0.0,0.0,0.0,0.0,0.17770026059474103
106,1.2862326383153877,-24.04936214301585,0.7579792233161272,-135.89118911633133,1.014428959473727,72.29707111209427,4.6000000000000034e-05,0.0003286841051788631,0.0,0.0,0.0,0.0,0.17721301341581072
107,1.2862264682342108,-24.04829696510656,0.7579789249727447,-135.89120320624747,1.0144293104840838,72.29707243247182,5.3999999999999795e-05,0.0003286841051788631,0.0,0.0,0.0,0.0,0.1764001796058631
108,1.286345846884824,-24.02980680842661,0.756510978808156,-135.7974235621716,1.0144799384410743,72.2868787077191,0.0,0.0,0.0,0.0,0.0,0.0,0.2222699847288464
109,1.2861454836201627,-24.02572910853323,0.7567477470100379,-135.82489940917193,1.014479541872981,72.29210278361609,0.0,0.0,0.0,0.0,0.0,0.0,0.20797556974208806
110,1.2863458468560276,-24.029806807296126,0.7564391437215314,-135.79237951005277,1.0144799384045082,72.28687870837855,0.0,0.0,0.00030999999999999995,0.0003286841051788631,0.0,0.0,0.22550349865092956
111,1.2862895334186275,-24.040471129439517,0.7573841894843254,-135.86330301061605,1.014470473753919,72.29391053566557,0.0,0.0,0.0,0.0,0.0,0.0,0.1933681993503697
112,1.2862855437662775,-24.039729945975346,0.757383980532747,-135.86331250538814,1.014470717205354,72.29391121703253,5.3000000000000096e-05,0.0003286841051788631,0.0,0.0,0.0,0.0,0.19280416950090082
113,1.286078188584658,-24.024342557599716,0.7567482639779434,-135.82466117455976,1.0144776030030562,72.29195980668825,0.0005440000000000002,0.0003286841051788631,0.0,0.0,0.0,0.0,0.20661707635817333
114,1.2863458468766031,-24.02980680692063,0.7564923928855476,-135.79079048692728,1.014479938419965,72.28687870928134,0.0,0.0,4.700000000000017e-05,0.0003286841051788631,0.0,0.0,0.22435889667075642
115,1.2862784273688912,-24.038263833020885,0.757383563895343,-135.86333049038748,1.014471196726481,72.29391195225432,4.7999999999999866e-05,0.0003286841051788631,0.0,0.0,0.0,0.0,0.19169252777142626
116,1.286135320806445,-24.023889111185866,0.7567472293297582,-135.82492324831296,1.0144801468475504,72.2921046904001,5.499999999999993e-05,0.0003286841051788631,0.0,0.0,0.0,0.0,0.20657959096733514
